attendance,study_hours,previous_marks,sleep_hours,internet_access,tuition,extracurricular,screen_time,assignments_completed,final_marks
51,8,82,8,1,0,1,3,6,100.0
78,1,73,5,0,0,1,5,4,63.3
85,4,79,4,1,1,0,4,4,88.6
68,1,82,6,1,0,1,1,5,79.9
54,3,83,9,0,0,0,3,1,74.5
74,7,57,6,1,0,1,8,4,88.6
93,2,53,4,0,0,1,1,10,79.3
66,1,89,9,0,0,0,4,6,77.8
56,8,51,6,0,0,0,3,8,95.1
58,6,67,4,0,0,0,2,5,83.4
51,8,75,9,1,0,1,6,5,100.0
86,3,81,7,1,0,0,4,6,89.6
65,5,42,4,1,1,1,5,1,70.3
86,8,84,9,1,0,0,2,6,100.0
88,6,69,9,1,0,0,6,7,100.0
100,7,51,4,0,0,1,1,3,90.9
91,3,97,8,1,1,0,5,4,98.5
73,1,74,7,1,0,1,3,5,76.7
65,6,94,7,0,0,0,4,7,100.0
62,1,88,6,0,1,0,3,2,69.1
64,8,66,7,0,0,0,8,7,95.2
73,1,52,7,1,1,1,6,7,72.4
57,3,94,9,1,0,0,7,10,96.5
90,1,44,4,0,1,1,2,1,55.6
55,4,90,9,1,1,1,6,5,99.0
96,7,79,5,1,0,1,1,6,100.0
80,4,90,6,1,0,1,7,4,89.5
77,4,86,4,1,1,0,7,9,95.3
56,2,91,5,0,1,1,6,5,76.6
95,1,69,8,0,0,1,2,10,87.6
55,3,85,7,0,1,0,4,3,79.0
94,7,70,8,0,0,1,7,4,98.3
88,2,68,9,1,1,1,8,10,93.8
83,1,42,8,1,1,1,4,3,67.4
69,6,75,9,1,1,0,6,7,100.0
76,5,96,5,1,0,0,7,6,95.1
92,5,72,6,1,0,0,6,5,90.2
64,2,89,9,1,0,1,3,4,87.9
75,3,76,5,1,1,0,5,1,74.9
88,8,42,8,1,0,1,7,9,100.0
59,7,85,4,1,0,0,4,4,95.8
71,6,93,8,0,0,1,2,3,100.0
82,2,67,8,1,1,0,6,5,80.2
85,2,51,6,1,0,0,4,3,64.4
55,5,79,9,0,1,1,2,7,100.0
66,7,46,8,0,1,1,5,9,100.0
67,8,72,8,1,1,1,6,9,100.0
65,6,44,8,1,1,1,4,6,95.6
63,1,46,8,0,1,0,5,4,57.5
52,6,93,8,1,1,0,2,3,100.0
54,2,52,6,0,1,0,1,5,67.1
98,5,47,4,1,1,1,4,7,92.4
87,2,44,9,1,1,0,8,2,65.0
63,8,40,9,0,0,0,3,1,84.1
54,4,57,6,0,1,0,5,9,81.1
96,5,65,4,0,1,1,7,10,95.7
63,7,46,4,0,1,1,7,10,91.5
76,4,72,9,0,0,1,3,9,98.5
78,6,85,5,0,1,1,4,3,97.6
51,7,42,7,1,0,0,6,4,80.0
75,8,65,6,0,1,1,6,4,100.0
60,2,86,6,1,1,0,1,4,84.9
69,8,74,5,0,0,0,4,8,100.0
90,1,56,5,1,0,1,2,9,78.4
85,1,89,8,0,1,1,8,7,83.6
73,8,81,8,0,0,0,1,7,100.0
74,3,73,6,1,0,1,8,7,81.0
76,5,83,7,1,1,0,1,4,100.0
96,4,40,7,0,1,0,1,1,74.7
74,5,53,5,1,0,0,5,3,74.5
62,6,52,8,1,1,1,6,8,99.2
56,3,40,5,1,0,0,1,2,59.7
53,8,41,5,1,1,0,8,5,85.0
74,7,41,5,1,1,1,7,6,90.7
52,3,85,9,1,0,0,6,4,81.4
96,5,78,4,0,1,0,5,8,96.9
84,2,70,5,0,1,1,4,6,78.8
68,8,45,7,0,0,0,7,4,83.1
82,7,52,7,1,0,0,7,5,90.7
63,7,95,9,0,1,0,4,4,100.0
60,3,61,9,0,0,0,2,10,86.4
60,5,60,7,1,1,1,2,8,100.0
75,2,76,5,0,0,0,2,4,70.4
95,1,97,8,1,1,1,8,2,83.8
92,3,76,5,0,0,1,5,7,83.3
65,4,61,8,0,1,0,3,2,77.9
63,8,44,6,0,0,0,7,5,81.7
100,2,45,7,0,0,0,8,8,66.0
50,2,78,6,0,1,0,4,1,64.2
100,7,91,6,1,1,1,1,6,100.0
69,2,97,6,0,1,1,2,10,99.6
63,8,78,8,1,0,1,4,1,100.0
53,6,73,9,0,1,1,2,10,100.0
70,2,43,4,0,0,1,1,1,52.7
62,1,42,5,1,1,0,5,10,66.7
87,8,91,9,0,0,0,6,9,100.0
91,7,62,6,1,0,1,4,3,98.0
54,6,93,9,0,0,1,2,7,100.0
59,3,70,7,0,0,0,7,3,64.3
87,8,59,9,1,0,0,1,9,100.0
57,7,40,8,0,1,1,8,7,88.4
95,3,60,9,0,1,1,5,6,88.5
63,7,45,7,0,1,1,1,5,96.1
98,1,57,5,0,0,1,2,7,71.4
65,8,88,4,1,1,1,8,6,100.0
54,4,77,5,1,0,0,1,6,87.1
94,6,52,5,1,1,1,4,7,100.0
76,3,92,5,0,0,1,2,6,89.0
79,6,77,9,0,0,0,7,6,96.1
89,1,65,8,0,0,0,5,7,71.3
72,8,81,9,1,1,1,6,3,100.0
88,6,89,9,0,0,1,6,8,100.0
92,5,58,8,1,1,1,4,4,97.6
65,7,75,9,0,0,1,5,8,100.0
72,5,72,9,0,1,0,2,5,98.2
61,5,48,4,0,0,0,3,10,79.9
76,4,67,8,0,0,1,6,7,86.0
86,4,50,6,0,1,0,1,4,80.7
59,5,57,6,1,0,1,5,10,92.1
80,1,56,6,0,1,0,3,1,57.9
59,6,62,5,1,1,1,7,2,83.1
81,6,69,5,0,1,0,4,6,94.8
53,7,54,5,0,1,1,7,6,86.7
99,6,40,6,0,1,0,4,5,86.8
79,5,42,9,1,1,1,7,5,88.1
68,1,53,4,0,1,1,3,4,59.3
57,7,86,8,0,1,0,7,2,95.3
88,7,99,4,1,0,1,6,7,100.0
57,7,59,4,0,0,1,4,9,93.0
76,7,81,6,0,1,1,6,9,100.0
79,6,69,5,0,0,0,4,1,79.4
67,1,81,7,0,1,1,1,4,79.3
91,1,81,4,0,0,0,8,7,65.6
94,2,79,8,1,1,0,3,2,85.9
83,4,49,8,1,0,0,3,10,92.7
88,5,97,4,1,0,0,3,2,93.9
80,6,47,5,1,1,1,8,4,83.8
60,3,71,5,1,0,1,5,10,85.9
93,5,76,5,1,0,0,2,1,88.0
80,7,64,7,0,0,1,2,1,92.6
98,4,100,6,1,0,1,6,8,100.0
56,5,81,4,1,1,1,1,7,100.0
86,7,85,6,1,0,1,5,2,100.0
89,8,93,5,1,1,0,1,6,100.0
52,8,93,9,1,0,0,2,2,100.0
58,1,49,7,0,0,1,6,2,48.2
67,7,46,9,1,1,1,6,4,96.8
83,2,69,7,1,0,1,1,8,90.7
53,1,89,5,1,0,1,5,7,75.7
72,7,86,9,0,0,1,8,4,100.0
99,2,73,7,1,1,1,7,4,83.5
61,6,58,9,0,1,1,4,7,99.4
83,6,70,7,0,1,0,7,8,99.1
79,3,69,8,1,1,0,3,5,89.9
70,3,98,8,0,1,0,4,3,89.2
81,3,92,4,1,0,0,1,4,87.5
70,1,83,7,0,1,1,6,2,69.2
58,4,80,5,0,0,1,4,6,82.6
63,8,97,7,1,0,1,5,3,100.0
70,4,100,9,1,0,0,4,5,100.0
68,7,40,8,0,1,1,7,3,84.1
91,8,55,9,0,1,1,5,5,100.0
83,7,49,6,0,1,1,4,8,100.0
53,4,60,7,1,1,1,3,9,95.1
52,8,60,9,0,1,0,3,1,94.9
98,6,99,9,1,1,1,7,8,100.0
97,2,76,4,1,1,1,5,5,83.3
74,6,100,4,0,1,0,2,7,100.0
63,5,75,9,1,1,0,6,5,96.6
59,8,61,8,0,0,0,6,3,89.2
61,7,45,5,1,1,1,5,7,94.7
67,7,55,9,0,0,1,6,3,88.4
79,1,57,4,1,0,1,6,3,56.6
77,5,87,5,1,0,1,2,5,100.0
63,8,88,8,1,0,0,3,8,100.0
98,5,55,7,0,0,1,3,8,95.1
52,7,43,8,0,0,1,4,10,95.6
91,2,65,4,1,0,1,7,2,63.7
93,2,91,8,1,1,1,4,7,100.0
97,5,87,9,1,0,1,2,3,100.0
69,8,66,5,1,0,0,8,5,93.2
68,2,62,6,0,1,0,6,8,72.4
80,1,59,5,1,0,1,1,2,65.1
87,3,48,8,1,1,0,7,8,83.1
56,2,66,4,0,1,1,5,3,62.1
55,1,98,4,0,0,1,3,3,67.7
79,3,69,4,0,1,0,7,1,62.9
83,5,49,5,0,1,1,1,10,97.7
83,2,64,4,1,1,1,6,3,70.2
74,6,63,5,1,0,0,5,2,81.5
83,7,98,7,1,0,0,5,10,100.0
73,8,60,9,1,0,1,4,7,100.0
76,8,79,9,1,1,1,3,7,100.0
86,8,84,9,1,1,0,4,7,100.0
92,3,97,7,1,1,1,8,3,93.2
73,1,94,8,1,1,0,5,1,77.7
89,2,88,7,0,0,0,7,9,84.5
91,8,71,4,0,1,0,3,1,97.1
62,8,78,7,1,0,0,2,6,100.0
56,8,75,9,0,0,0,4,3,99.2
92,4,98,8,1,0,1,1,7,100.0
83,1,95,4,0,0,1,4,7,78.6
71,4,84,4,0,1,0,8,9,86.8
85,8,77,4,0,0,1,3,5,100.0
62,5,85,7,0,1,1,1,1,93.9
96,3,56,7,0,1,1,1,1,79.1
67,7,48,4,1,0,0,5,6,85.1
56,6,68,8,1,1,0,1,8,100.0
67,5,99,8,1,1,1,3,8,100.0
88,6,43,4,1,0,1,6,9,89.8
66,4,99,6,1,0,0,6,7,94.8
98,1,58,6,1,1,1,4,5,76.8
69,3,70,7,0,1,0,7,6,77.3
59,8,53,6,1,0,1,3,9,100.0
89,1,40,6,0,1,0,6,6,58.8
50,7,65,7,0,0,1,5,4,88.5
63,2,48,6,1,0,1,3,1,59.3
77,7,52,9,0,1,1,5,5,99.7
91,5,88,9,1,1,1,7,3,100.0
97,5,89,7,0,1,0,2,4,100.0
67,4,84,5,1,1,0,1,8,100.0
99,5,62,8,1,1,1,1,10,100.0
70,3,89,9,0,0,0,4,10,96.6
70,3,92,4,1,1,1,1,6,97.3
94,7,100,6,0,1,0,6,3,100.0
55,6,84,5,0,0,1,4,5,91.6
97,4,83,9,1,0,0,4,5,99.6
91,3,76,4,1,0,1,2,8,92.6
96,8,72,9,1,0,1,8,2,100.0
77,1,62,5,1,1,1,7,7,71.7
71,8,43,7,0,0,0,7,3,80.9
97,8,90,7,0,0,0,8,4,100.0
76,3,89,5,1,0,0,2,3,83.8
65,7,81,9,0,1,0,7,5,100.0
96,8,44,6,0,1,1,2,8,100.0
100,5,50,9,0,0,1,1,1,86.5
91,7,85,6,1,0,0,7,7,100.0
64,6,41,8,0,1,0,5,10,92.7
62,4,92,7,0,1,1,1,1,91.7
86,6,84,5,0,1,1,3,6,100.0
95,4,90,9,0,0,0,4,10,100.0
77,1,93,9,1,0,0,2,7,91.6
76,4,50,8,1,0,1,6,6,82.2
93,7,73,8,0,0,1,1,2,100.0
98,7,76,8,0,1,1,3,9,100.0
50,7,58,9,0,1,1,3,2,93.7
90,8,63,6,1,1,0,5,3,100.0
92,8,89,5,1,0,0,5,8,100.0
83,7,95,5,1,0,1,3,6,100.0
94,4,47,5,0,0,1,4,1,66.6
55,2,61,5,1,1,0,2,1,64.4
66,7,70,5,0,0,1,1,4,95.7
66,6,97,6,0,1,0,1,5,100.0
64,3,98,6,0,0,0,8,6,79.0
83,2,45,7,0,0,0,2,9,73.6
83,8,88,4,1,1,0,7,7,100.0
84,2,46,4,0,0,1,7,10,65.7
68,3,65,9,0,0,0,8,10,80.6
87,2,80,4,0,0,0,6,5,68.4
56,5,90,7,1,1,1,8,5,97.2
51,5,83,5,1,1,1,4,8,100.0
71,3,50,8,1,0,1,6,10,84.2
63,3,82,6,0,1,0,8,3,71.4
98,1,74,6,1,1,1,8,1,69.2
77,8,54,6,0,1,0,5,2,90.5
93,5,85,6,1,1,0,1,8,100.0
91,8,93,5,0,1,0,3,7,100.0
82,6,66,7,0,0,0,5,7,93.3
84,3,40,5,0,0,1,8,1,50.8
68,6,48,8,1,0,0,5,4,84.3
79,1,66,9,0,0,0,7,7,68.7
98,4,91,6,0,0,0,1,7,100.0
99,1,78,9,1,1,1,7,2,80.5
82,6,47,9,0,0,0,7,2,76.7
56,6,97,6,1,0,1,4,3,100.0
61,4,90,5,1,0,1,7,4,83.7
91,8,64,6,1,1,1,4,8,100.0
75,3,40,5,1,0,0,8,8,65.0
76,3,46,7,1,0,0,3,9,81.1
95,2,55,4,1,0,0,2,9,79.0
96,1,69,6,0,0,1,2,1,65.8
72,4,95,6,0,1,1,2,3,95.4
82,7,92,6,1,0,1,6,10,100.0
61,5,54,5,1,1,1,3,7,91.3
83,6,69,9,0,1,1,3,4,100.0
76,5,66,5,0,1,0,6,8,88.6
85,5,46,7,0,1,1,2,7,93.4
76,1,60,7,0,0,1,4,5,65.2
84,8,53,7,1,1,0,6,1,95.0
51,2,87,5,1,1,1,3,1,75.5
78,4,68,6,1,1,0,4,5,88.8
79,1,86,4,1,0,1,4,3,71.2
51,2,86,7,0,1,1,1,10,95.1
88,4,86,4,0,1,0,8,4,81.0
75,3,94,7,1,0,1,4,9,100.0
95,8,96,5,0,1,0,6,3,100.0
80,5,43,6,0,1,1,7,4,75.7
74,2,95,9,0,0,0,7,9,88.3
62,5,85,7,1,0,0,5,4,90.9
74,1,43,6,1,1,1,6,6,65.0
75,7,100,5,1,1,0,1,3,100.0
52,5,89,6,0,0,0,5,10,95.5
66,7,75,8,0,1,0,6,2,94.2
91,2,83,9,0,0,1,3,5,87.9
88,8,63,8,0,1,0,4,1,99.8
61,2,69,5,1,0,1,7,8,73.3
78,4,68,4,1,1,1,5,6,88.3
72,6,87,5,1,1,1,8,7,100.0
98,1,40,5,1,1,1,6,5,64.6
71,1,92,4,1,0,0,6,1,62.0
62,3,47,4,0,0,1,7,9,64.7
61,8,53,9,0,1,1,1,4,100.0
73,1,44,4,0,0,0,3,10,60.7
100,1,96,9,1,0,0,2,2,87.4
72,8,73,5,1,0,1,4,9,100.0
96,5,57,8,1,0,0,6,8,95.0
77,4,73,5,1,1,0,4,4,86.6
96,7,66,4,1,1,1,5,5,100.0
89,5,63,6,1,1,1,6,7,98.0
61,1,64,8,1,1,1,5,8,80.3
97,3,55,7,1,1,1,1,1,83.9
75,6,65,4,0,0,0,7,7,82.5
65,5,93,4,1,1,0,7,8,98.7
91,1,70,6,1,0,1,4,3,71.2
81,1,47,6,0,0,0,1,8,66.5
53,2,62,8,0,0,1,7,1,55.9
74,5,76,6,0,1,1,7,3,85.7
96,8,41,6,0,0,0,1,4,94.1
64,5,41,5,1,1,0,5,3,72.7
96,3,43,5,1,1,0,8,10,79.4
82,2,82,4,0,0,0,6,3,64.2
97,3,58,5,1,0,0,3,8,84.1
83,3,78,6,1,0,1,1,5,91.3
79,5,77,8,0,1,1,1,1,96.1
98,2,97,5,0,1,1,2,6,95.4
90,6,91,5,0,0,0,2,8,100.0
64,6,85,9,1,0,0,3,3,100.0
64,4,76,4,0,1,1,3,9,92.7
58,7,60,8,0,0,0,7,3,82.1
63,1,75,9,0,1,1,8,5,71.6
59,6,91,7,1,0,1,5,4,100.0
94,6,52,8,1,1,0,5,1,90.1
57,1,58,4,1,1,1,1,6,71.1
67,5,96,5,0,1,0,5,2,88.3
83,7,79,6,0,1,0,4,7,100.0
83,3,67,5,0,0,1,8,6,71.4
64,5,76,4,0,0,1,7,5,78.7
93,5,48,5,1,1,0,5,2,79.3
97,4,100,6,1,1,1,1,1,100.0
89,6,81,5,0,1,1,4,1,94.2
68,7,40,5,1,0,1,5,9,93.1
79,7,49,9,1,1,0,3,10,100.0
96,2,87,5,1,1,1,6,5,88.0
95,3,69,5,0,0,1,2,10,91.6
55,6,41,8,0,1,0,8,10,86.4
50,7,56,4,1,1,1,1,1,88.9
57,8,84,8,0,0,1,8,4,100.0
99,4,49,9,0,1,0,8,2,74.4
84,5,52,4,1,1,0,4,5,84.6
74,3,59,9,0,1,1,5,7,85.9
96,5,72,6,0,0,0,1,8,99.5
89,2,91,6,1,1,1,4,9,100.0
88,6,43,9,1,1,0,6,3,89.8
95,3,93,8,1,0,0,8,6,92.2
61,6,96,8,1,1,0,1,8,100.0
69,8,59,9,0,0,0,3,5,100.0
66,4,43,7,1,1,0,4,5,78.4
92,3,82,7,1,1,1,7,7,96.7
73,7,74,7,0,1,1,4,3,100.0
77,8,66,5,0,0,0,3,6,99.3
51,5,63,4,0,0,1,8,7,73.4
64,7,81,4,1,1,1,5,4,100.0
100,4,82,8,0,0,0,6,8,95.8
69,5,66,5,0,1,0,2,5,87.2
90,2,79,5,1,1,1,6,8,89.6
75,3,40,8,1,0,1,5,6,74.5
96,2,46,7,1,1,1,4,7,82.6
79,4,53,5,0,0,1,2,7,81.0
85,4,68,5,0,0,0,6,6,77.2
67,1,60,7,0,0,1,7,8,64.9
61,6,77,4,0,0,1,3,4,87.5
52,2,69,6,1,1,0,8,10,78.0
94,8,59,5,1,1,1,4,4,100.0
93,8,65,6,0,0,1,6,1,92.6
58,7,68,5,0,1,0,1,9,100.0
76,4,52,9,0,1,1,7,9,89.5
69,8,51,4,1,1,0,5,7,98.7
79,4,50,6,1,0,0,3,1,70.3
77,3,78,4,0,0,0,3,5,75.1
94,4,88,5,1,0,1,4,2,90.0
67,1,58,6,1,1,1,8,4,62.6
90,7,91,6,1,0,1,1,9,100.0
76,1,46,5,1,0,0,2,8,66.6
58,6,79,9,0,1,1,3,9,100.0
62,5,94,9,0,1,1,7,10,100.0
56,8,97,4,0,0,0,3,9,100.0
100,5,95,8,0,1,1,5,9,100.0
66,6,71,8,0,1,0,6,2,87.6
72,1,97,5,1,1,0,6,9,87.2
64,4,95,7,0,1,1,2,3,95.8
97,4,47,7,0,1,1,3,7,89.7
91,3,43,7,1,0,1,4,3,72.4
74,2,76,4,1,1,1,1,6,86.7
65,1,82,5,0,1,0,8,1,55.8
51,4,98,4,1,0,1,8,1,75.4
77,6,56,8,1,1,1,8,9,100.0
86,2,77,8,0,1,1,5,8,90.5
88,1,78,4,1,1,0,7,9,79.3
77,7,60,4,0,0,1,6,7,90.4
51,4,83,9,0,1,0,8,6,86.4
72,6,70,4,0,0,1,4,2,81.4
75,4,78,4,1,0,0,6,9,88.2
90,6,94,7,0,1,0,6,3,100.0
52,1,100,4,0,1,1,4,1,67.4
68,1,92,4,0,1,1,6,4,70.4
54,8,93,5,0,0,1,6,7,100.0
82,7,80,7,0,0,1,7,9,100.0
82,6,86,7,1,1,1,3,4,100.0
66,3,51,7,0,1,1,8,1,60.6
61,7,73,4,0,0,1,8,8,91.4
76,7,55,4,1,0,1,7,7,91.7
99,4,44,4,0,0,1,7,9,75.9
65,6,47,4,0,0,0,5,1,64.3
64,5,52,6,0,1,1,4,3,78.6
73,3,73,4,1,1,1,3,2,79.3
81,4,78,8,1,1,0,6,9,100.0
59,3,49,5,0,1,1,8,2,56.4
94,5,44,5,1,0,1,6,9,88.4
50,4,61,8,1,1,1,6,4,82.4
50,8,72,9,0,0,1,1,1,100.0
58,2,86,4,0,0,0,6,9,73.0
50,1,55,9,0,0,0,1,3,59.5
52,1,67,8,0,1,0,3,2,62.7
89,7,45,6,1,1,1,5,5,98.3
59,4,77,9,1,0,1,4,9,100.0
94,3,50,4,0,0,0,3,10,77.3
100,2,49,8,1,0,1,3,4,77.1
90,4,81,5,0,1,1,7,4,85.9
67,5,87,9,0,1,0,7,3,91.7
78,8,83,6,1,0,1,4,2,100.0
82,4,79,5,1,0,0,1,10,100.0
65,5,48,9,0,1,1,5,1,77.7
67,4,94,4,0,0,1,1,3,86.5
83,2,72,7,1,0,0,1,4,80.9
67,3,97,5,1,1,0,4,10,100.0
62,5,55,7,0,0,0,6,7,78.4
83,4,95,6,0,1,0,5,6,96.1
51,1,77,4,1,1,1,3,8,78.5
79,4,73,7,1,0,1,6,6,90.0
98,1,98,9,1,1,1,2,9,100.0
78,5,98,7,1,1,1,7,3,100.0
61,8,57,8,1,0,1,6,10,100.0
76,5,43,9,1,0,1,6,4,82.4
78,7,62,6,1,0,0,5,3,90.9
94,4,43,4,1,1,1,5,5,79.5
51,6,95,6,1,1,1,7,1,94.7
81,2,47,4,0,0,0,6,9,62.0
66,2,45,7,0,1,1,6,8,70.2
72,4,94,8,1,0,1,1,8,100.0
100,7,52,9,0,0,1,3,6,100.0
66,4,68,6,1,0,1,7,10,89.9
57,1,97,8,0,0,0,3,1,68.7
75,1,70,7,1,0,0,8,9,73.0
69,8,63,5,0,0,1,3,9,100.0
58,6,97,6,0,0,1,2,6,100.0
62,4,48,7,0,1,1,7,6,75.1
93,4,59,6,0,0,1,3,10,92.7
91,1,55,9,0,0,1,7,3,61.7
91,7,63,4,1,1,1,3,3,100.0
67,6,71,6,0,0,1,6,9,95.8
92,7,71,9,0,1,0,7,9,100.0
56,4,58,8,0,1,0,3,5,80.9
94,7,86,4,1,1,0,6,10,100.0
60,5,52,9,1,1,1,4,6,94.8
84,8,99,4,0,1,0,5,8,100.0
89,2,62,7,0,1,1,3,4,78.1
59,4,42,7,0,0,0,3,2,62.1
82,4,44,8,1,0,0,2,3,78.0
75,4,62,9,1,1,1,1,4,97.3
98,1,99,5,1,1,0,3,5,89.7
75,7,88,7,1,1,0,4,9,100.0
90,3,77,5,1,0,1,6,2,76.8
63,3,53,6,0,0,0,6,4,59.8
94,1,84,9,0,0,0,8,3,69.4
97,8,98,8,0,1,1,6,5,100.0
62,2,89,8,0,1,0,2,10,96.0
74,5,41,9,0,1,0,3,1,76.7
54,2,73,4,0,0,1,7,8,66.5
85,4,82,5,1,0,1,4,4,89.8
59,6,52,8,0,0,0,6,1,71.6
84,1,78,4,1,1,0,4,6,77.0
60,3,79,4,0,1,0,8,5,69.6
69,8,83,5,0,0,0,8,5,95.0
62,4,45,8,1,1,0,2,1,75.4
88,2,100,7,0,0,1,8,2,76.6
90,6,96,5,1,0,0,1,9,100.0
82,3,79,4,0,1,1,2,8,92.0
96,6,47,7,1,0,1,7,4,87.5
92,7,83,5,1,1,0,8,4,100.0
71,8,88,7,0,1,0,4,4,100.0
64,6,45,4,0,0,1,5,10,84.3
60,7,92,8,0,0,0,6,4,98.8
70,6,72,6,1,1,1,5,6,100.0
65,3,55,4,1,0,0,7,9,70.5
60,4,86,5,1,0,1,4,4,86.4
94,1,89,8,0,1,1,6,5,84.4
55,2,74,6,1,1,0,5,6,77.1
82,5,87,4,0,1,0,6,3,86.2
82,1,40,4,1,0,1,2,5,60.4
100,5,56,6,1,1,0,5,10,100.0
75,4,71,9,0,0,0,5,8,89.9
79,5,100,8,0,1,1,5,10,100.0
75,7,82,9,0,0,1,5,3,100.0
76,1,42,7,1,0,0,5,10,68.5
85,2,56,4,0,1,1,6,5,66.4
99,6,54,5,1,0,0,8,6,86.4
54,2,97,8,1,1,0,5,5,88.1
50,5,51,6,1,0,1,6,5,76.4
97,1,45,8,1,0,0,8,4,59.4
57,8,65,7,0,0,0,8,6,91.4
75,1,74,5,0,0,0,2,6,68.6
53,5,90,9,0,1,1,3,6,100.0
74,7,69,7,0,1,1,1,2,100.0
98,3,82,7,1,1,0,1,5,99.9
54,7,95,8,1,1,0,4,2,100.0
57,1,44,9,1,1,1,5,4,65.5
89,6,62,5,1,1,1,8,9,100.0
99,6,69,8,0,0,1,4,1,92.4
89,3,92,5,0,0,0,4,3,79.6
94,7,62,6,0,0,1,6,8,100.0
92,1,67,7,1,1,1,1,7,89.7
62,8,96,8,0,1,0,3,6,100.0
96,5,86,6,0,1,0,7,3,91.1
86,7,47,4,1,1,1,2,5,99.0
88,3,46,8,0,1,1,7,1,66.5
88,5,78,5,0,0,0,4,1,79.8
95,5,54,9,0,0,0,8,1,73.6
96,2,89,9,0,0,1,3,9,99.3
69,2,79,5,1,1,0,6,9,84.4
99,6,44,4,1,1,1,3,5,93.9
81,4,41,6,1,1,1,6,8,84.6
80,5,61,4,1,1,1,3,7,95.9
79,6,57,9,1,1,1,4,9,100.0
56,8,97,9,1,1,0,2,1,100.0
67,7,53,5,1,1,1,7,2,86.1
81,1,62,5,0,0,1,3,10,74.5
63,7,51,5,1,0,1,3,4,89.5
67,3,40,8,1,1,0,4,2,68.4
69,8,79,5,0,0,0,3,6,100.0
69,6,43,9,1,1,0,5,5,91.5
72,3,58,5,1,0,1,1,3,75.1
93,1,65,7,0,0,1,6,8,73.6
86,8,52,6,1,0,1,1,3,100.0
87,2,66,6,0,1,1,2,10,90.8
86,1,70,5,1,1,0,1,10,88.7
68,8,73,5,1,1,1,6,8,100.0
53,7,84,9,1,1,0,3,4,100.0
51,1,57,4,0,1,0,2,9,66.0
97,3,76,5,0,1,1,2,5,89.8
58,1,49,7,1,1,0,5,10,72.7
61,3,56,6,0,0,1,7,7,68.1
93,6,78,7,1,0,0,3,1,96.3
99,8,46,5,0,0,1,1,3,95.7
53,2,50,8,0,1,0,8,6,61.6
66,2,81,6,1,1,0,5,2,74.1
85,1,98,8,0,0,1,1,3,84.7
89,8,98,6,1,1,1,4,9,100.0
78,3,63,5,0,0,0,4,3,65.8
56,4,57,4,1,1,0,6,5,73.0
54,6,44,7,1,1,1,4,2,83.4
66,2,46,9,0,1,0,4,3,64.6
85,2,65,6,1,1,1,5,6,82.5
56,2,47,9,0,0,0,8,2,50.0
91,7,91,5,1,1,1,2,6,100.0
62,1,98,4,0,0,0,8,1,54.6
94,3,71,9,0,0,1,7,8,88.7
72,3,77,9,0,1,1,4,3,86.2
99,5,62,5,1,0,1,7,4,85.1
75,5,61,9,1,1,0,1,5,100.0
92,7,55,5,0,0,1,1,2,90.9
58,7,79,5,0,1,0,2,9,100.0
87,8,45,8,1,1,1,6,5,100.0
100,7,68,6,0,0,0,3,10,100.0
81,1,68,4,1,0,0,8,1,51.4
70,5,69,6,0,1,0,5,10,96.1
60,7,65,7,0,1,0,6,1,85.0
73,1,57,4,1,0,0,6,6,58.4
73,6,97,9,1,1,1,2,7,100.0
64,8,93,4,0,0,1,6,8,100.0
98,5,51,9,0,0,1,2,2,87.0
55,1,100,7,1,0,1,2,4,83.0
69,8,62,7,0,0,0,2,6,100.0
75,8,100,4,0,1,0,5,6,100.0
69,2,67,4,1,1,1,5,2,68.1
74,8,98,7,0,1,1,1,4,100.0
92,5,40,8,0,0,0,8,10,83.4
87,3,69,6,0,1,1,6,1,73.0
88,2,52,6,0,0,0,6,3,57.4
72,6,100,6,0,0,1,1,2,100.0
62,2,93,4,0,1,1,3,4,79.1
91,6,41,4,0,1,0,4,3,77.6
73,7,61,8,0,1,1,4,4,100.0
87,8,57,9,1,0,0,1,5,100.0
100,4,74,7,0,1,0,1,9,100.0
52,1,89,8,1,0,1,3,4,78.5
50,2,44,6,0,1,1,4,7,65.6
67,1,70,4,0,1,0,8,10,67.4
92,2,62,7,1,0,0,7,2,65.7
64,6,84,5,1,0,1,7,5,93.9
61,3,68,7,0,1,1,3,4,79.9
53,7,57,4,0,1,1,7,6,85.9
80,2,91,6,0,0,1,8,4,73.4
53,7,61,9,1,0,0,6,7,98.0
89,7,62,8,0,0,0,1,10,100.0
55,2,51,9,1,1,1,4,8,82.4
87,8,41,9,0,1,0,6,9,100.0
53,3,70,6,0,1,0,8,6,70.6
86,1,51,5,0,1,0,2,6,66.6
57,7,72,7,0,0,1,1,9,100.0
67,7,97,4,1,0,0,4,5,100.0
71,3,63,8,0,0,1,3,1,70.9
61,5,85,4,0,1,1,6,2,82.2
86,4,50,5,1,1,0,3,3,78.7
50,8,69,5,0,0,0,4,9,99.6
61,2,68,6,1,1,1,1,1,74.9
50,1,65,7,1,0,0,7,6,61.5
79,6,94,4,0,1,0,2,5,100.0
82,1,79,4,0,0,1,5,5,66.5
56,3,65,6,0,0,0,3,6,71.7
64,4,83,9,0,0,0,1,1,84.5
53,3,63,4,1,1,1,3,10,87.3
57,8,71,8,1,1,0,5,5,100.0
80,2,88,5,1,1,0,6,10,92.2
